code;destination;rate
34653;spain mobile orange;3.64
34654;spain mobile orange;3.64
34655;spain mobile orange;3.64
34656;spain mobile orange;3.64
34657;spain mobile orange;3.64
34658;spain mobile orange;3.64
34659;spain mobile telefonica;3.64
34660;spain mobile telefonica;3.64
34661;spain mobile vodafone;3.64
34662;spain mobile vodafone;3.64
34663;spain mobile vodafone;3.64
34664;spain mobile vodafone;3.64
34665;spain mobile orange;3.64
34666;spain mobile vodafone;3.64
34667;spain mobile vodafone;3.64
346681;spain mobile orange;3.64
346685;spain mobile orange;3.64
346686;spain mobile telefonica;3.64
346688;spain mobile telefonica;3.64
34669;spain mobile telefonica;3.64
34670;spain mobile vodafone;3.64
34671;spain mobile vodafone;3.64
34672;spain mobile vodafone;3.64
34673;spain mobile vodafone;3.64
34674;spain mobile vodafone;3.64
34675;spain mobile orange;3.64
34676;spain mobile telefonica;3.64
34677;spain mobile vodafone;3.64
34678;spain mobile vodafone;3.64
34679;spain mobile telefonica;3.64
34680;spain mobile telefonica;3.64
346810;spain mobile telefonica;3.64
346811;spain mobile telefonica;3.64
346812;spain mobile telefonica;3.64
346813;spain mobile telefonica;3.64
346814;spain mobile telefonica;3.64
346815;spain mobile telefonica;3.64
34682;spain mobile telefonica;3.64
34683;spain mobile telefonica;3.64
346840;spain mobile telefonica;3.64
346841;spain mobile telefonica;3.64
346846;spain mobile vodafone;3.64
34685;spain mobile orange;3.64
34686;spain mobile telefonica;3.64
34687;spain mobile vodafone;3.64
346880;spain mobile orange;3.64
346881;spain mobile orange;3.64
346882;spain mobile orange;3.64
346883;spain mobile orange;3.64
346884;spain mobile orange;3.64
346885;spain mobile orange;3.64
346886;spain mobile euskaltel;3.64
346888;spain mobile euskaltel;3.64
346889;spain mobile vodafone;3.64
34689;spain mobile telefonica;3.64
34690;spain mobile telefonica;3.64
34691;spain mobile orange;3.64
34692;spain mobile orange;3.64
34693;spain mobile orange;3.64
34695;spain mobile orange;3.64
34696;spain mobile telefonica;3.64
34697;spain mobile vodafone;3.64
346980;spain mobile orange;3.64
346981;spain mobile vodafone;3.64
346982;spain mobile orange;3.64
346983;spain mobile orange;3.64
346984;spain mobile orange;3.64
346985;spain mobile orange;3.64
346986;spain mobile orange;3.64
346987;spain mobile orange;3.64
346988;spain mobile orange;3.64
346989;spain mobile vodafone;3.64
34699;spain mobile telefonica;3.64
347;spain;3.64
3470;spain special services;5.04
347111;spain mobile vodafone;3.64
347117;spain mobile vodafone;3.64
347170;spain mobile telefonica;3.64
347171;spain mobile vodafone;3.64
347177;spain mobile telefonica;3.64
347221;spain mobile (yoigo) xfera;3.92
347222;spain mobile (yoigo) xfera;3.92
347223;spain mobile (yoigo) xfera;3.92
347224;spain mobile (yoigo) xfera;3.92
347225;spain mobile (yoigo) xfera;3.92
347226;spain mobile (yoigo) xfera;3.92
347227;spain mobile (yoigo) xfera;3.92
347228;spain mobile (yoigo) xfera;3.92
347277;spain mobile vodafone;3.64
347477;spain mobile orange;3.64
347478;spain mobile orange;3.64
3480;spain personal;5.04
3490;spain personal;5.04
350;gibraltar;1.68
3505;gibraltar mobile;5.6
3506;gibraltar mobile;5.6
351;portugal;1.12
3511691;portugal mobile vodafone;3.92
3511692;portugal mobile others;3.92
3511693;portugal mobile nos;3.64
3511696;portugal mobile meo (tmn);3.92
3511891;portugal mobile vodafone;3.92
3511892;portugal mobile meo (tmn);3.92
3511893;portugal mobile nos;3.64
3511896;portugal mobile meo (tmn);3.92
351609;portugal mobile others 2;3.64
3516091;portugal mobile vodafone;3.92
351609200;portugal mobile others;3.92
351609201;portugal mobile others;3.92
351609202;portugal mobile others;3.92
351609203;portugal mobile others;3.92
351609204;portugal mobile others;3.92
351609205;portugal mobile others;3.92
35160921;portugal mobile vodafone;3.92
351609220;portugal mobile meo (tmn);3.92
351609221;portugal mobile meo (tmn);3.92
351609222;portugal mobile meo (tmn);3.92
35160924;portugal mobile meo (tmn);3.92
35160925;portugal mobile meo (tmn);3.92
35160926;portugal mobile meo (tmn);3.92
35160927;portugal mobile meo (tmn);3.92
351609280;portugal mobile others;3.92
351609281;portugal mobile others;3.92
3516092850;portugal mobile others;3.92
3516092851;portugal mobile others;3.92
3516096;portugal mobile meo (tmn);3.92
351639;portugal mobile others 2;3.64
3516391;portugal mobile vodafone;3.92
351639200;portugal mobile others;3.92
351639201;portugal mobile others;3.92
351639202;portugal mobile others;3.92
351639203;portugal mobile others;3.92
351639204;portugal mobile others;3.92
351639205;portugal mobile others;3.92
35163921;portugal mobile vodafone;3.92
351639220;portugal mobile meo (tmn);3.92
351639221;portugal mobile meo (tmn);3.92
351639222;portugal mobile meo (tmn);3.92
35163924;portugal mobile meo (tmn);3.92
35163925;portugal mobile meo (tmn);3.92
35163926;portugal mobile meo (tmn);3.92
35163927;portugal mobile meo (tmn);3.92
351639280;portugal mobile others;3.92
351639281;portugal mobile others;3.92
3516392850;portugal mobile others;3.92
3516392851;portugal mobile others;3.92
3516396;portugal mobile meo (tmn);3.92
351659;portugal mobile others 2;3.64
3516591;portugal mobile vodafone;3.92
351659200;portugal mobile others;3.92
351659201;portugal mobile others;3.92
351659202;portugal mobile others;3.92
351659203;portugal mobile others;3.92
351659204;portugal mobile others;3.92
351659205;portugal mobile others;3.92
35165921;portugal mobile vodafone;3.92
351659220;portugal mobile meo (tmn);3.92
351659221;portugal mobile meo (tmn);3.92
351659222;portugal mobile meo (tmn);3.92
35165924;portugal mobile meo (tmn);3.92
35165925;portugal mobile meo (tmn);3.92
35165926;portugal mobile meo (tmn);3.92
35165927;portugal mobile meo (tmn);3.92
351659280;portugal mobile others;3.92
351659281;portugal mobile others;3.92
3516592850;portugal mobile others;3.92
3516592851;portugal mobile others;3.92
3516596;portugal mobile meo (tmn);3.92
351669;portugal mobile others 2;3.64
3516691;portugal mobile vodafone;3.92
351669200;portugal mobile others;3.92
351669201;portugal mobile others;3.92
351669202;portugal mobile others;3.92
351669203;portugal mobile others;3.92
351669204;portugal mobile others;3.92
351669205;portugal mobile others;3.92
35166921;portugal mobile vodafone;3.92
351669220;portugal mobile meo (tmn);3.92
351669221;portugal mobile meo (tmn);3.92
351669222;portugal mobile meo (tmn);3.92
35166924;portugal mobile meo (tmn);3.92
35166925;portugal mobile meo (tmn);3.92
35166926;portugal mobile meo (tmn);3.92
35166927;portugal mobile meo (tmn);3.92
351669280;portugal mobile others;3.92
351669281;portugal mobile others;3.92
3516692850;portugal mobile others;3.92
3516692851;portugal mobile others;3.92
3516696;portugal mobile meo (tmn);3.92
3519;portugal mobile others 2;3.64
35191;portugal mobile vodafone;3.92
351920;portugal mobile others;3.92
3519200;portugal mobile others 2;3.64
3519201;portugal mobile others 2;3.64
3519202;portugal mobile others 2;3.64
3519203;portugal mobile others 2;3.64
3519204;portugal mobile others 2;3.64
3519205;portugal mobile others 2;3.64
351921;portugal mobile vodafone;3.92
351922;portugal mobile others;3.92
351924;portugal mobile meo (tmn);3.92
351925;portugal mobile meo (tmn);3.92
351926;portugal mobile meo (tmn);3.92
351927;portugal mobile meo (tmn);3.92
351928;portugal mobile others;3.92
35196;portugal mobile meo (tmn);3.92
352;luxembourg 2;0.84
352021;luxembourg;1.12
3526;luxembourg;1.12
3526021;luxembourg mobile luxgsm;1.12
352621;luxembourg mobile luxgsm;1.12
352628;luxembourg mobile luxgsm;1.12
352661;luxembourg mobile orange (vox);1.12
352668;luxembourg mobile orange (vox);1.12
352691;luxembourg mobile tango;1.12
352698;luxembourg mobile tango;1.12
353;ireland;0.56
353700;ireland special services;5.32
35376;ireland special services;5.32
3538;ireland mobile;1.68
353800;ireland mobile 2;5.32
353818;ireland special services;5.32
35382;ireland mobile pager;1.68
35383;ireland mobile h3g;1.68
35385;ireland mobile meteor;1.68
35386;ireland mobile o2;1.68
35387;ireland mobile vodafone;1.68
3538994;ireland mobile;1.68
3538995;ireland mobile;1.68
3538996;ireland mobile;1.68
3538997;ireland mobile;1.68
3538998;ireland mobile;1.68
3538999;ireland mobile;1.68
354;iceland 2;0.84
35438;iceland;1.12
35439;iceland;1.12
3546;iceland;1.12
3547;iceland;1.12
3548;iceland;1.12
355;albania;6.16
35566;albania mobile plus;15.4
35567;albania mobile eagle;15.96
35568;albania mobile amc;13.44
35569;albania mobile vodafone;14
356;malta 2;0.56
3567;malta mobile;0.84
3568004;malta mobile vodafone;0.84
3569;malta;0.84
35692;malta mobile vodafone;0.84
35694;malta mobile vodafone;0.84
3569696;malta mobile;0.84
3569811;malta mobile vodafone;0.84
3569812;malta mobile vodafone;0.84
3569813;malta mobile vodafone;0.84
3569897;malta mobile vodafone;0.84
35699;malta mobile vodafone;0.84
357;cyprus 4;0.56
35712;cyprus 3;2.52
357121;cyprus 2;1.4
3571239;cyprus 2;1.4
357700;cyprus;5.04
35777;cyprus;5.04
35780055;cyprus;5.04
3579;cyprus 3;2.52
35790085;cyprus;5.04
35790095;cyprus;5.04
35795;cyprus mobile primetel;1.96
35796;cyprus mobile mtn;1.4
35797;cyprus mobile cyta vodafone;1.4
35799;cyprus mobile cyta vodafone;1.4
358;finland;1.96
35810;finland corporate;5.6
35818;finland;1.96
35820;finland corporate;5.6
35829;finland corporate;5.6
35830;finland corporate;5.6
35839;finland corporate;5.6
3584;finland mobile;1.12
35840;finland mobile sonera;1.12
35841;finland mobile finnet;1.12
35842;finland mobile sonera;1.12
358432;finland mobile;1.12
3584320;finland mobile finnet;1.12
3584321;finland mobile finnet;1.12
358436;finland mobile;1.12
358438;finland mobile;1.12
35844;finland mobile finnet;1.12
358451;finland mobile elisa;1.12
358452;finland mobile elisa;1.12
358453;finland mobile elisa;1.12
3584541;finland mobile finnet;1.12
358456;finland mobile elisa;1.12
3584574;finland mobile finnet;1.12
3584576;finland mobile finnet;1.12
3584577;finland mobile finnet;1.12
3584578;finland mobile finnet;1.12
3584579;finland mobile finnet;1.12
358458;finland mobile elisa;1.12
35846;finland mobile elisa;1.12
35850;finland mobile elisa;1.12
35860;finland corporate;5.6
35870;finland 2;5.6
35871;finland nongeographic;2.24
35873;finland corporate;5.6
35875;finland corporate;5.6
35876;finland corporate;5.6
358800;finland corporate;5.6
359;bulgaria;3.36
3594;bulgaria;3.36
359430;bulgaria;3.36
359437;bulgaria;3.36
359438;bulgaria;3.36
359439;bulgaria;3.36
35948;bulgaria mobile mobikom;3.08
359700;bulgaria 2;18.48
3598;bulgaria;3.36
359800;bulgaria 2;18.48
35987;bulgaria mobile btc (vivacom);13.44
35988;bulgaria mobile mobiltel;13.72
35989;bulgaria mobile globul;13.44
3599;bulgaria;3.36
35990;bulgaria 2;18.48
35998;bulgaria mobile other;13.72
36;hungary 2;0.56
361;hungary budapest;0.56
3620;hungary mobile telenor (pannon);2.52
3630;hungary mobile t-mobile;1.68
3631;hungary mobile mvno (tesco);2.8
3645799;hungary;2.8
3670;hungary mobile vodafone;2.8
370;lithuania 2;15.4
37031331;lithuania others;15.4
3703725;lithuania 3;46.76
37037250;lithuania others;15.4
37037251;lithuania others;15.4
37037252;lithuania others;15.4
37037254;lithuania others;15.4
37037255;lithuania others;15.4
37037256;lithuania 2;15.4
37037364;lithuania 2;15.4
37037368;lithuania others;15.4
37037369;lithuania others;15.4
37041721;lithuania others;15.4
37042521;lithuania others;15.4
37042522;lithuania others;15.4
37046450;lithuania others;15.4
37046467;lithuania others;15.4
37052193;lithuania vilnius;15.4
37052194;lithuania vilnius;15.4
37052521;lithuania vilnius;15.4
37052528;lithuania others;15.4
37052529;lithuania others;15.4
37052530;lithuania others;15.4
37052533;lithuania vilnius;15.4
37052654;lithuania others;15.4
3706;lithuania;13.16
37060;lithuania mobile tele2;14
37061;lithuania mobile omnitel;13.16
37062;lithuania mobile omnitel;13.16
37063;lithuania mobile bite lietuva;13.16
370640;lithuania mobile bite lietuva;13.16
370641;lithuania mobile bite lietuva;13.16
370642;lithuania mobile bite lietuva;13.16
370643;lithuania mobile bite lietuva;13.16
370644;lithuania mobile bite lietuva;13.16
370645;lithuania mobile tele2;14
370646;lithuania mobile tele2;14
370647;lithuania mobile tele2;14
370648;lithuania mobile tele2;14
370649;lithuania mobile bite lietuva;13.16
37065;lithuania mobile bite lietuva;13.16
370660;lithuania mobile bite lietuva;13.16
370661;lithuania mobile bite lietuva;13.16
370662;lithuania mobile omnitel;13.16
370663;lithuania mobile omnitel;13.16
3706630;lithuania mobile omnitel 2;46.76
3706631;lithuania mobile omnitel 2;46.76
3706632;lithuania mobile omnitel 2;46.76
370664;lithuania 3;46.76
37066478;lithuania;13.16
37066479;lithuania;13.16
37066480;lithuania;13.16
37066481;lithuania;13.16
37066482;lithuania;13.16
37066483;lithuania;13.16
37066484;lithuania;13.16
37066485;lithuania;13.16
37066486;lithuania;13.16
37066487;lithuania;13.16
3706651;lithuania 2;15.4
37066512;lithuania;13.16
37066513;lithuania;13.16
37066514;lithuania;13.16
37066515;lithuania;13.16
37066516;lithuania;13.16
37066517;lithuania;13.16
37066518;lithuania;13.16
37066519;lithuania;13.16
37066520;lithuania;13.16
37066521;lithuania;13.16
3706653;lithuania 2;15.4
3706654;lithuania 2;15.4
370666;lithuania mobile bite lietuva;13.16
37066656;lithuania mobile bite lietuva 2;15.4
370668;lithuania 4;14
370669;lithuania mobile bite lietuva;13.16
37067;lithuania mobile tele2;14
370680;lithuania mobile omnitel;13.16
370681;lithuania mobile bite lietuva;13.16
370682;lithuania mobile omnitel;13.16
370683;lithuania mobile tele2;14
370684;lithuania mobile tele2;14
370685;lithuania mobile bite lietuva;13.16
370686;lithuania mobile omnitel;13.16
370687;lithuania mobile omnitel;13.16
370688;lithuania mobile omnitel;13.16
370689;lithuania mobile bite lietuva;13.16
370692;lithuania mobile omnitel;13.16
370693;lithuania mobile omnitel;13.16
370694;lithuania mobile omnitel;13.16
370695;lithuania mobile omnitel;13.16
370696;lithuania mobile omnitel;13.16
370697;lithuania mobile omnitel;13.16
370698;lithuania mobile omnitel;13.16
370699;lithuania mobile bite lietuva;13.16
3707;lithuania personal numbers;46.76
3708;lithuania personal numbers;46.76
370800;lithuania personal numbers;46.76
3709;lithuania personal numbers;46.76
371;latvia;23.52
3712;latvia services others 4;12.6
371200;latvia mobile tele2;11.2
3712018;latvia services others 6;18.2
371202;latvia mobile lmt;10.92
371203;latvia mobile tele2;11.2
371204;latvia mobile tele2;11.2
371209;latvia services others;46.76
37121;latvia mobile xomobile;10.36
371220;latvia services others 2;10.92
3712205;latvia mobile bite;23.52
3712206;latvia mobile bite;23.52
3712207;latvia mobile bite;23.52
3712208;latvia mobile bite;23.52
3712209;latvia mobile bite;23.52
371221;latvia mobile bite;23.52
371222;latvia mobile xomobile;10.36
3712230;latvia mobile tele2;11.2
3712231;latvia mobile tele2;11.2
3712232;latvia mobile tele2;11.2
3712233;latvia mobile tele2;11.2
3712234;latvia mobile tele2;11.2
3712235;latvia mobile tele2;11.2
3712236;latvia mobile tele2;11.2
3712237;latvia mobile tele2;11.2
3712238;latvia mobile tele2;11.2
3712239;latvia mobile bite;23.52
371224;latvia mobile lmt;10.92
371225;latvia mobile bite;23.52
3712266;latvia mobile master telecom;46.76
3712277;latvia mobile master telecom;46.76
3712278;latvia services eco networks;46.76
3712288;latvia mobile master telecom;46.76
3712299;latvia mobile master telecom;46.76
3712328;latvia services others 2;10.92
3712400;latvia services others;46.76
3712432;latvia services others;46.76
3712444;latvia mobile master telecom;46.76
3712500;latvia services eco networks;46.76
3712501;latvia services others;46.76
3712502;latvia services others;46.76
3712505;latvia services others;46.76
371254;latvia mobile lmt;10.92
3712550;latvia mobile bite;23.52
3712551;latvia mobile bite;23.52
3712552;latvia mobile bite;23.52
3712553;latvia mobile bite;23.52
3712554;latvia mobile bite;23.52
3712555;latvia mobile bite;23.52
3712556;latvia mobile lmt;10.92
3712557;latvia mobile lmt;10.92
3712558;latvia mobile lmt;10.92
3712559;latvia mobile lmt;10.92
371256;latvia mobile lmt;10.92
371257;latvia mobile lmt;10.92
3712580;latvia mobile telecom baltija;11.2
3712581;latvia mobile telecom baltija;11.2
3712582;latvia mobile telecom baltija;11.2
3712583;latvia mobile telecom baltija;11.2
3712584;latvia mobile telecom baltija;11.2
3712585;latvia mobile bite;23.52
3712586;latvia mobile bite;23.52
3712587;latvia mobile bite;23.52
3712588;latvia mobile bite;23.52
3712589;latvia mobile telecom baltija;11.2
371259;latvia mobile tele2;11.2
37126;latvia services others 2;10.92
371260;latvia mobile tele2;11.2
371267;latvia mobile tele2;11.2
371268;latvia mobile tele2;11.2
371269;latvia mobile tele2;11.2
371270;latvia mobile tele2;11.2
371271;latvia mobile tele2;11.2
3712720;latvia mobile bite;23.52
3712721;latvia mobile bite;23.52
3712722;latvia services others;46.76
3712723;latvia services others;46.76
3712724;latvia services others;46.76
3712725;latvia services others;46.76
3712726;latvia services others;46.76
3712728;latvia mobile bite;23.52
3712729;latvia mobile lmt;10.92
371273;latvia mobile lmt;10.92
3712739;latvia mobile lmt 2;12.6
371274;latvia mobile bite;23.52
371275;latvia mobile bite;23.52
3712760;latvia mobile bite;23.52
3712761;latvia mobile bite;23.52
3712762;latvia mobile bite;23.52
3712763;latvia mobile bite;23.52
3712764;latvia mobile bite;23.52
3712765;latvia mobile bite;23.52
3712766;latvia mobile bite;23.52
3712767;latvia mobile bite;23.52
3712769;latvia services eco networks;46.76
3712770;latvia mobile bite;23.52
3712771;latvia mobile bite;23.52
3712772;latvia mobile bite;23.52
3712773;latvia mobile bite;23.52
3712774;latvia mobile bite;23.52
3712775;latvia mobile bite;23.52
3712776;latvia mobile bite;23.52
3712777;latvia mobile master telecom;46.76
3712778;latvia mobile bite;23.52
3712779;latvia mobile bite;23.52
371278;latvia mobile lmt;10.92
3712790;latvia mobile bite 2;10.92
3712791;latvia services eco networks;46.76
3712792;latvia mobile bite;23.52
3712793;latvia services others 3;23.52
3712794;latvia services others;46.76
3712795;latvia services eco networks;46.76
37127950;latvia services eco networks;46.76
3712796;latvia services others 3;23.52
3712797;latvia services others;46.76
3712798;latvia services others;46.76
3712799;latvia mobile bite;23.52
371282;latvia mobile tele2;11.2
371283;latvia mobile lmt;10.92
3712840;latvia services.2;18.2
37128405;latvia services;46.76
37128407;latvia services;46.76
37128408;latvia services;46.76
3712843;latvia services others 5;5.32
3712844;latvia mobile tele2;11.2
3712845;latvia mobile tele2;11.2
3712846;latvia mobile tele2;11.2
3712847;latvia mobile tele2;11.2
3712848;latvia mobile tele2;11.2
3712849;latvia mobile lmt;10.92
3712851;latvia services others;46.76
371286;latvia mobile lmt;10.92
371287;latvia mobile lmt;10.92
371288;latvia mobile tele2;11.2
3712900;latvia services telefant;46.76
371291;latvia mobile lmt;10.92
371292;latvia mobile lmt;10.92
371293;latvia mobile lmt;10.92
371294;latvia mobile lmt;10.92
371295;latvia mobile tele2;11.2
371296;latvia mobile tele2;11.2
371297;latvia mobile tele2;11.2
371298;latvia mobile tele2;11.2
371299;latvia mobile tele2;11.2
3716130;latvia;23.52
3716200;latvia;23.52
3716210;latvia;23.52
3716220;latvia;23.52
3716222;latvia;23.52
3716230;latvia;23.52
3716260;latvia;23.52
3716280;latvia;23.52
3716290;latvia;23.52
3716303;latvia;23.52
3716309;latvia;23.52
3716311;latvia;23.52
3716313;latvia;23.52
3716321;latvia;23.52
3716328;latvia;23.52
3716331;latvia;23.52
3716339;latvia;23.52
3716341;latvia;23.52
3716347;latvia;23.52
3716350;latvia;23.52
3716358;latvia;23.52
3716361;latvia;23.52
3716365;latvia;23.52
3716371;latvia;23.52
3716377;latvia;23.52
3716379;latvia;23.52
3716381;latvia;23.52
3716389;latvia;23.52
3716391;latvia;23.52
3716399;latvia;23.52
3716401;latvia;23.52
3716409;latvia;23.52
3716411;latvia;23.52
3716418;latvia;23.52
3716421;latvia;23.52
3716429;latvia;23.52
3716431;latvia;23.52
3716433;latvia;23.52
3716437;latvia;23.52
3716439;latvia;23.52
3716441;latvia;23.52
3716442;latvia;23.52
3716446;latvia;23.52
3716451;latvia;23.52
3716458;latvia;23.52
3716461;latvia;23.52
3716467;latvia;23.52
3716468;latvia;23.52
3716471;latvia;23.52
3716479;latvia;23.52
3716481;latvia;23.52
3716488;latvia;23.52
3716490;latvia;23.52
3716501;latvia;23.52
3716509;latvia;23.52
3716511;latvia;23.52
3716515;latvia 3;46.76
3716518;latvia;23.52
3716521;latvia;23.52
3716528;latvia;23.52
3716531;latvia;23.52
3716539;latvia;23.52
3716541;latvia;23.52
3716548;latvia;23.52
3716550;latvia;23.52
3716555;latvia;23.52
3716558;latvia;23.52
3716561;latvia;23.52
3716563;latvia;23.52
3716567;latvia;23.52
3716569;latvia;23.52
3716571;latvia;23.52
3716577;latvia 3;46.76
3716579;latvia;23.52
3716580;latvia;23.52
3716581;latvia;23.52
3716588;latvia;23.52
3716590;latvia;23.52
37166;latvia riga 2;21.56
371660;latvia riga;23.52
371661;latvia riga;23.52
371662;latvia riga;23.52
3716666;latvia riga;23.52
3716677;latvia riga;23.52
3716688;latvia riga;23.52
3716689;latvia riga;23.52
371669;latvia riga;23.52
37167;latvia riga 2;21.56
3716715;latvia riga;23.52
3716716;latvia riga;23.52
3716719;latvia riga;23.52
3716723;latvia riga;23.52
3716748;latvia riga;23.52
3716749;latvia riga;23.52
3716763;latvia riga;23.52
37167631;latvia riga 3;46.76
3716764;latvia riga;23.52
3716765;latvia riga;23.52
37167660;latvia riga;23.52
37167661;latvia riga;23.52
37167662;latvia riga;23.52
37167663;latvia riga;23.52
37167664;latvia riga;23.52
37167665;latvia riga;23.52
37167666;latvia riga;23.52
37167669;latvia riga;23.52
3716769;latvia riga;23.52
3716771;latvia riga;23.52
3716772;latvia riga;23.52
3716778;latvia riga;23.52
3716779;latvia riga;23.52
3716785;latvia riga;23.52
3716787;latvia riga;23.52
3716788;latvia riga;23.52
371681;latvia 3;46.76
3716820;latvia;23.52
3716830;latvia;23.52
3716838;latvia;23.52
3716840;latvia;23.52
3716848;latvia;23.52
371685;latvia 3;46.76
3716860;latvia;23.52
3716861;latvia;23.52
3716868;latvia;23.52
3716870;latvia;23.52
3716880;latvia;23.52
3716889;latvia;23.52
371689;latvia 3;46.76
37178501;latvia 3;46.76
37178502;latvia 3;46.76
37178504;latvia services telefant;46.76
37178505;latvia services eco networks 2;12.6
37178509;latvia 3;46.76
37178510;latvia 3;46.76
37178516;latvia 3;46.76
37178517;latvia 2;12.6
37178519;latvia services eco networks;46.76
37178520;latvia 2;12.6
37178521;latvia services 2;46.76
37178535;latvia services 5;46.76
37178536;latvia 2;12.6
37178540;latvia 3;46.76
37178541;latvia 3;46.76
37178565;latvia 3;46.76
37178580;latvia services telefant;46.76
37178581;latvia services telefant;46.76
37178582;latvia 3;46.76
37178583;latvia 3;46.76
37178584;latvia 2;12.6
37178585;latvia 2;12.6
37178601;latvia 2;12.6
37178602;latvia 2;12.6
37178620;latvia 2;12.6
37178664;latvia 2;12.6
37178666;latvia 2;12.6
37178668;latvia 2;12.6
3717869;latvia services eco networks 2;12.6
37178695;latvia services eco networks;46.76
3717870;latvia services 3;46.76
37178710;latvia 2;12.6
37178711;latvia 2;12.6
37178712;latvia 2;12.6
37178713;latvia 2;12.6
3717872;latvia 2;12.6
37178755;latvia services telefant 2;12.6
37178770;latvia 2;12.6
37178773;latvia 2;12.6
37178777;latvia 2;12.6
37178778;latvia 2;12.6
37178787;latvia 2;12.6
3717880;latvia services 3;46.76
37178810;latvia 3;46.76
37178811;latvia 3;46.76
37178812;latvia 3;46.76
37178813;latvia 3;46.76
37178814;latvia 2;12.6
37178815;latvia 2;12.6
37178816;latvia services eco networks 2;12.6
37178817;latvia services eco networks 2;12.6
37178818;latvia services eco networks 2;12.6
37178820;latvia 2;12.6
37178821;latvia 2;12.6
37178822;latvia 2;12.6
3717887;latvia services eco networks 2;12.6
37178890;latvia 2;12.6
37178891;latvia 2;12.6
37178892;latvia 2;12.6
37178893;latvia 2;12.6
37178899;latvia 2;12.6
37178904;latvia 3;46.76
37178905;latvia services 2;46.76
3717891;latvia services eco networks;46.76
37178922;latvia services eco networks 2;12.6
37178988;latvia 2;12.6
37178999;latvia 2;12.6
3718040;latvia 2;12.6
3718060;latvia services eco networks;46.76
3718090;latvia 2;12.6
37180900;latvia 3;46.76
371810;latvia services;46.76
3718110;latvia 2;12.6
3718111;latvia 3;46.76
37181200;latvia 2;12.6
37181201;latvia 2;12.6
37181300;latvia 2;12.6
37181301;latvia 2;12.6
37181400;latvia 2;12.6
37181401;latvia 2;12.6
37181500;latvia 2;12.6
37181501;latvia 2;12.6
37181600;latvia 2;12.6
37181601;latvia 2;12.6
3718180;latvia 2;12.6
3718181;latvia 3;46.76
37181820;latvia 3;46.76
37181821;latvia 2;12.6
37181822;latvia 2;12.6
37181900;latvia 2;12.6
37181901;latvia 2;12.6
37181910;latvia 2;12.6
37181911;latvia 2;12.6
371850;latvia 3;46.76
37190;latvia 3;46.76
372;estonia 3;19.88
37240;estonia 2;23.24
3725;estonia mobile others 2;13.72
37250;estonia mobile emt;14.28
37251;estonia mobile emt;14.28
37252;estonia mobile emt;14.28
372530;estonia mobile emt;14.28
37253225;estonia mobile emt;14.28
37253226;estonia mobile emt;14.28
37253229;estonia mobile emt;14.28
3725323;estonia mobile emt;14.28
3725324;estonia mobile emt;14.28
37253264;estonia mobile emt;14.28
37253267;estonia mobile emt;14.28
37253268;estonia mobile emt;14.28
37253269;estonia mobile emt;14.28
37253284;estonia mobile emt;14.28
37253285;estonia mobile emt;14.28
37253292;estonia mobile emt;14.28
37253293;estonia mobile top connect 2;14.28
3725330;estonia mobile emt;14.28
3725331;estonia mobile emt;14.28
3725332;estonia mobile emt;14.28
37253330;estonia mobile emt;14.28
37253331;estonia mobile emt;14.28
37253332;estonia mobile emt;14.28
37253333;estonia mobile emt;14.28
37253334;estonia mobile emt;14.28
37253335;estonia mobile emt;14.28
37253337;estonia mobile emt;14.28
37253338;estonia mobile emt;14.28
37253339;estonia mobile emt;14.28
37253340;estonia mobile emt;14.28
37253341;estonia mobile emt;14.28
37253345;estonia mobile emt;14.28
37253358;estonia mobile emt;14.28
37253359;estonia mobile emt;14.28
37253363;estonia mobile emt;14.28
37253364;estonia mobile emt;14.28
37253365;estonia mobile emt;14.28
37253366;estonia mobile emt;14.28
37253375;estonia mobile top connect 2;14.28
372534;estonia mobile emt;14.28
372535;estonia mobile emt;14.28
3725360;estonia mobile emt;14.28
3725361;estonia mobile emt;14.28
3725362;estonia mobile emt;14.28
3725363;estonia mobile emt;14.28
3725364;estonia mobile emt;14.28
3725365;estonia mobile emt;14.28
3725366;estonia mobile emt;14.28
3725367;estonia mobile emt;14.28
37253680;estonia mobile emt;14.28
37253681;estonia mobile emt;14.28
37253682;estonia mobile emt;14.28
37253683;estonia mobile others;14.28
372537;estonia mobile emt;14.28
372538;estonia mobile emt;14.28
372539;estonia mobile emt;14.28
37254004;estonia mobile emt;14.28
37254005;estonia mobile emt;14.28
37254501;estonia mobile emt;14.28
37254502;estonia mobile emt;14.28
3725456;estonia mobile elisa;12.04
3725457;estonia mobile elisa;12.04
3725458;estonia mobile elisa;12.04
3725459;estonia mobile elisa;12.04
3725461;estonia mobile elisa;12.04
3725462;estonia mobile elisa;12.04
37255;estonia mobile tele2;14
37256;estonia mobile elisa;12.04
37256018;estonia mobile emt;14.28
37256019;estonia mobile emt;14.28
37256116;estonia mobile emt;14.28
37256117;estonia mobile emt;14.28
37256118;estonia mobile emt;14.28
37256119;estonia mobile emt;14.28
37257;estonia mobile others;14.28
3725740;estonia mobile emt;14.28
3725741;estonia mobile emt;14.28
3725742;estonia mobile emt;14.28
3725743;estonia mobile emt;14.28
3725744;estonia mobile emt;14.28
37257450;estonia mobile emt;14.28
37257493;estonia mobile emt;14.28
37257494;estonia mobile emt;14.28
